##name	Diabetes Dictionary
##sourceLang	Spanish
##targetLang	Spanish
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##author	U.S. Department of Health and Human Services
##description	Diccionario de t�rminos y informaci�n b�sica sobre diabetes, sus efectos y su cuidado.
##browsingEnabled	
##bgl_creationTime	2000/08/04, 13:26
##bgl_middleUpdated	2000/08/07, 07:29
00A78CDE.png	File: 00A78CDE.png
Impotencia (Impotence)|Impotence|Impotencia	La pérdida de capacidad del varón de tener erección del pene y de emitir semen. Algunos hombres pudieran volverse impotentes si los nervios se les han lesionado porque han tenido diabetes por mucho tiempo. A veces, este problema no tiene relación alguna con la diabetes y podría ser tratado con la debida orientación.<BR>
Indice de morbididad (Morbidity Rate)|Indice de morbididad|Morbidity Rate	Proporción de enfermedades; número de personas que están enfermas o tienen una enfermedad en comparación con las que están sanas.
Indice de mortalidad (Mortality Rate)|Indice de mortalidad|Mortality Rate	Proporción de muertes; número de personas que mueren debido a cierta enfermedad en comparación con el total de personas. Por lo general, la mortalidad se indica como muertes por 1.000, por 10.000 o por 100.000 personas.
Infarto de miocardio (Myocardial Infarction)|Infarto de miocardio|Myocardial Infarction	Denominado también ataque cardiaco, o ataque al corazón; es el resultado de lesión permanente a un sitio del músculo cardiaco. Esto sucede cuando, debido a estrechez o bloqueo de los vasos sanguíneos, se interrumpe en ese lugar el suministro de sangre.
Ingestión (Ingestion)|Ingestion|Ingestión	Tomar por vía bucal alimentos, agua o medicamentos.<BR>
Inhibidores de la reductasa aldosa (Aldose Reductase Inhibitor)|Aldose Reductase Inhibitor|Inhibidores de la reductasa aldosa	Clase de medicamentos que ahora se estudian como modo de prevenir en los diabéticos daño a los ojos y los nervios. La reductasa aldosa es una enzima que se halla normalmente en el ojo así como en muchas otras partes corporales. Ayuda a convertir la glucosa (azúcar) en sorbitol, un alcohol de azúcar. Un exceso de sorbitol atrapado en el ojo y en las células nerviosas puede dañar esas células y conducir a la retinopatía y la neuropatía. Con el fin de prevenir o retardar estas complicaciones de la diabetes, al presente se estudian medicamentos que impiden o demoran (inhiben) la acción de la reductasa aldosa.
Insuficiencia cardiaca congestiva (Congestive Heart Failure)|Congestive Heart Failure|Insuficiencia cardiaca congestiva	Resulta insuficiencia cardiaca congestiva al perder el corazón la capacidad para bombear, acumulándose entonces los líquidos corporales. A menudo la insuficiencia cardiaca congestiva se desarrolla gradualmente a lo largo de varios años, aunque también puede presentarse de repente. Puede tratarse con medicamentos y, en algunos casos, con cirugía.
Insulina (Insulin)|Insulin|Insulina	Hormona que ayuda al organismo a utilizar la glucosa (azúcar) para obtener energía. Las células beta del páncreas (en lugares denominados islotes de Langerhans) producen la insulina. Cuando el cuerpo humano de por sí no puede producir suficiente insulina, el diabético ha de inyectarse insulina obtenida de otras fuentes, esto es, bovina, porcina o humana (proveniente de ADN recombinante) o insulina humana (semisintética, derivada de insulina porcina). En el <a href="9D6F9028.html">cuadro de las insulinas</A> las se muestra que pueden comprarse en EE.UU.<BR>
Insulina bifásica (Biphasic Insulin)|Biphasic Insulin|Insulina bifásica	Clase de insulina que es una mezcla de 70% de insulina intermedia y 30% de insulina rápida. <I>Véase:</I> <a href="9D6F9028.html">Cuadro de insulinas</A> .
Insulina humana (Human Insulin)|Human Insulin|Insulina humana	Insulinas sintéticas muy similares a la insulina producida por el organismo. Desde octubre de 1982 se cuenta con esta clase de insulinas. <I>Véase:</I> <a href="9D6F9028.html">Cuadro de insulinas</A> .
Insulina humana biosintética (Biosynthetic Human Insulin)|Biosynthetic Human Insulin|Insulina humana biosintética	Insulina sintética muy similar a la insulina humana. <I>Véase:</I> <a href="9D6F9028.html">Cuadro de insulinas</A> .<BR>
Insulina isofánica (NPH) (NPH Insulin)|Insulina isofánica|NPH|NPH Insulin	Tipo de insulina de acción intermedia. <I>Véase:</I> <a href="9D6F9028.html">Cuadro de insulinas</A> .<BR>
Insulina Lente (Lente Insulin)|Insulina Lente|Lente Insulin	Tipo de insulina de acción intermedia. <I>Véase:</I> <a href="9D6F9028.html">Cuadro de insulinas</A> .<BR>
Insulina protamina-cinc (PZI) (PZI [Protamine Zinc Insulin])|Insulina protamina cinc|Insulina protamina cinc (PZI)|PZI|Protamine Zinc Insulin	Tipo de insulina de acción prolongada. <I>Véase:</I> <a href="9D6F9028.html">Cuadro de insulinas</A> .
Insulina purificada (Purified Insulin)|Insulina purificada|Purified Insulin	Insulina con mucho menos proinsulina impura. Se opina que el uso de insulina purificada podría contribuir a evitar o reducir algunos de los problemas de los diabéticos, como las reacciones alérgicas.
Insulina Semilente (Semilente Insulin)|Insulina Semilente|Semilente Insulin	Tipo de insulina de acción rápida. <I>Véase:</I> <a href="9D6F9028.html">Cuadro de insulinas</A> .
Insulina simple (Regular Insulin)|Insulina simple|Regular Insulin	Tipo de insulina de acción rápida. <I>Véase:</I> <a href="9D6F9028.html">Cuadro de insulinas</A> .<BR>
Insulina Ultralente (Ultralente Insulin)|Insulina Ultralente|Ultralente Insulin	Tipo de insulina de acción prolongada. <I>Véase:</I> <a href="9D6F9028.html">Cuadro de insulinas</A> .<BR>
Insulinoma (Insulinoma)|Insulinoma	Tumor de las células beta en lugares del páncreas denominados islotes de Langerhans. Aunque generalmente no son cancerosos, estos tumores podrían causar producción adicional de insulina por el organismo, y conducir a un nivel demasiado bajo de glucosa (azúcar) en la sangre.
Intercambio de alimentos (Food Exchange)|Food Exchange|Intercambio de alimentos	<I>Véase:</I> Listas de equivalencias.
Inyección (Injection)|Injection|Inyección	Introducir líquido en el cuerpo con aguja y jeringa. El diabético se inyecta insulina colocando la aguja debajo de la piel (inyección subcutánea). Otros modos de inyectarse: colocar la aguja en una vena (inyección intravenosa) o en un músculo (intramuscular).
Inyección intramuscular (Intramuscular Injection)|Intramuscular Injection|Inyección intramuscular	Introducción de líquido en un músculo mediante aguja y jeringa.<BR><img src="00A78CDE.png" align="center" width="200" height="256"><BR>
Inyección intravenosa (Intravenous Injection)|Intravenous Injection|Inyección intravenosa	Introducción de líquido en una vena mediante aguja y jeringa.
Inyección subcutánea (Subcutaneous Injection)|Inyección subcutánea|Subcutaneous Injection	Introducción de líquido en un tejido bajo la piel mediante aguja y jeringa. <I>Véase también:</I> Inyección.<BR><img src="7F1882C4.png" align="center" width="200" height="135">
Inyector a presión (Jet Injector)|Inyector a presión|Jet Injector	Instrumento que se vale de alta presión para impeler insulina a través de la piel y hasta el tejido.<BR><img src="315AD3C3.png" align="center" width="150" height="285">
Jeringa (Syringe)|Jeringa|Syringe	Dispositivo empleado para inyectar líquidos en los tejidos corporales. La jeringa utilizada para la insulina tiene un tubo hueco de plástico o de vidrio (cánula) dentro del cual funciona un émbolo. Este impele la insulina a través de la aguja dentro del cuerpo. Ahora la mayoría de las jeringas de insulina vienen con aguja incorporada. Para determinar la cantidad de insulina inyectada el lado de la jeringa tiene marcas.
Juanete (Bunion)|Bunion|Juanete	Protuberancia o bulto en la primera articulación del dedo gordo del pie por hinchazón de un saco de líquido debajo de la piel. Los zapatos adecuados pueden evitar la formación de juanetes. Estos tal vez conduzcan a otros problemas, como las infecciones graves. <I>Véase también:</I> Cuidado de los pies.
Lactosa (Lactose)|Lactosa|Lactose	Una clase de azúcar que se halla en la leche y los productos lácteos (queso, mantequilla, etc.).
Lanceta (Lancet)|Lancet|Lanceta	Instrumento quirúrgico con hoja de punta aguda o aguja para pinchar la piel.
Lipoatrofia (Lipoatrophy)|Lipoatrofia|Lipoatrophy	Hendiduras pequeñas en la piel que se forman cuando se sigue inyectando la aguja en el mismo sitio. <I>Véase también:</I> Lipodistrofia.
Lipodistrofia (Lipodystrophy)|Lipodistrofia|Lipodystrophy	Bultos o hendiduras pequeñas en la piel que se forman cuando se sigue inyectando la aguja en el mismo sitio. Las lipodistrofias son innocuas. Cuando se desee evitarlas, deberán cambiarse (alternar) los sitios donde se inyecta la insulina. Podrían también ayudar las nuevas insulinas purificadas. <I>Véase también:</I> Rotación del sitio de inyección.
Listas de equivalencias (Exchange Lists)|Exchange Lists|Listas de equivalencias	Agrupación de alimentos que sirve para ayudar a las personas bajo dietas especiales a que no se aparten de éstas. En cada grupo, se indica el alimento por porción. Se puede intercambiar, canjear o substituir una porción de alimento de un grupo por otra de un grupo diferente. Las listas dividen los grupos en seis categorías: (1) almidón/pan, (2) carne, (3) verduras, (4) fruta, (5) leche y (6) grasas. Dentro de un mismo grupo de alimentos, cada porción contiene aproximadamente la misma cantidad de carbohidratos, proteínas, grasas y calorías.
Lípido (Lipid)|Lipid|Lípido	Otro nombre para la grasa. Al igual que el automóvil que cuenta con tanque de reserva de combustible, el cuerpo humano almacena energía para uso futuro y, cuando la necesita puede descomponer los lípidos en ácidos grasos y quemarlos igual que glucosa (azúcar).
Macroangiopatía (Macroangiopathy)|Macroangiopathy|Macroangiopatía	<I>Véase:</I> Angiopatía.<BR>
Medicamentos immunosupresores (Immunosuppressive Drugs)|Immunosuppressive Drugs|Medicamentos immunosupresores	Medicamentos que bloquean la capacidad del organismo de luchar contra la infección. Se administran a personas que reciben trasplante de riñón o de páncreas para impedir que el cuerpo rechace el nuevo órgano o tejido.
Medidor de la glucosa sanguínea (Blood Glucose Meter)|Blood Glucose Meter|Medidor de la glucosa sanguínea	Máquina que ayuda a determinar la cantidad de glucosa (azúcar) que hay en la sangre. En este medidor se inserta una cinta con revestimiento especial que contiene una muestra de sangre recién obtenida; el medidor calcula entonces el nivel correcto de glucosa en la muestra de sangre y enseña el resultado en presentación numérica. Algunos de estos medidores cuentan con memoria que puede almacenar los resultados de múltiples pruebas.
Metabolismo (Metabolism)|Metabolism|Metabolismo	Es el término que describe el modo cómo las células cambian químicamente el alimento de manera que pueda utilizarse para mantener vivo el organismo. El proceso consta de dos partes. Una es el <I>catabolismo</I>, o sea cuando el cuerpo emplea el alimento para energía. La otra parte, denominada <I>anabolismo</I>, es cuando el cuerpo emplea el alimento para construir o reparar células.
Mg/dL (Mg/dL)|Mg/dL	Abreviatura de miligramos por decilitro. Se usa para describir la cantidad de glucosa (azúcar) presente en una cantidad específica de sangre. En la autovigilancia de la glucosa, los resultados de las mediciones se dan como la cantidad de glucosa en miligramos por decilitro de sangre. La lectura de 70 a 110 mg/dL en ayunas se considera dentro de los límites normales.
Microaneurisma (Microaneurysm)|Microaneurisma|Microaneurysm	Bolsas pequeñísimas que se forman al lado de vasos sanguíneos diminutos. Estas bolsas pueden romperse y sangrar dentro del tejido cercano. Los diabéticos a veces tienen microaneurismas en la retina del ojo.
Microangiopatía (Microangiopathy)|Microangiopathy|Microangiopatía	<I>Véase:</I> Angiopatía.
Mononeuropatía (Mononeuropathy)|Mononeuropathy|Mononeuropatía	Forma de neuropatía diabética que afecta un solo nervio. El ojo es un sitio común para esta clase de lesión nerviosa. <I>Véase también:</I> Neuropatía.
Necrobiosis lipídica diabética (Necrobiosis Lipoidica Diabeticorum)|Necrobiosis Lipoidica Diabeticorum|Necrobiosis lipídica diabética	Lesiones cutáneas generalmente en la parte interior de las piernas. Pueden ser pequeñas o extenderse mucho. Son casi siempre protuberantes, amarillas y de aspecto ceroso, a menudo con el borde de color púrpura. Afectan mayormente a las mujeres jóvenes. Se observa en personas diabéticas y puede ser signo de diabetes, pero también puede presentarse en quienes no la tienen.
Nefropatía (Nephropathy)|Nefropatía|Nephropathy	Enfermedad de los riñones causada por lesión a los vasos sanguíneos pequeños o a las partes del riñón que depuran la sangre. Quienes sufren de diabetes por largo tiempo podrían tener lesión renal.
Nefropatía diabética (Diabetic Nephropathy)|Diabetic Nephropathy|Nefropatía diabética	<I>Véase:</I> Nefropatía.
Nefrólogo (Nephrologist)|Nefrólogo|Nephrologist	Médico que atiende y trata a personas con enfermedad de los riñones.
Neovascularización (Neovascularization)|Neovascularización|Neovascularization	El desarrollo de nuevos vasos sanguíneos diminutos en un nuevo sitio, por ejemplo, a partir de la retina.<I>Véase también:</I> Retinopatía diabética.
Neuropatía (Neuropathy)|Neuropathy|Neuropatía	Enfermedad del sistema nervioso. Cuando la diabetes es de largo plazo, muchas veces se observa lesión a los nervios. Si bien esto puede afectar numerosas partes corporales, en los diabéticos es muy común que se presente dolor en los pies y piernas o que sientan allí hormigueo y entumecimiento (se denomina esto neuropatía periférica). Otras formas de lesión nerviosa causan visión doble, diarrea, parálisis de la vejiga y pérdida de sensación o de respuesta durante la actividad sexual tanto en hombres como en mujeres.
Neuropatía autonómica (Autonomic Neuropathy)|Autonomic Neuropathy|Neuropatía autonómica	Enfermedad nerviosa que afecta mayormente los órganos internos como los músculos de la vejiga, el tubo digestivo y los órganos genitales. No están estos nervios bajo el control consciente del individuo y funcionan automáticamente.<I>Véase también:</I> Neuropatía.<BR>
Neuropatía diabética (Diabetic Neuropathy)|Diabetic Neuropathy|Neuropatía diabética	<I>Véase:</I> Neuropatía.<BR>
Neuropatía periférica (Peripheral Neuropathy)|Neuropatía periférica|Peripheral Neuropathy	<I>Véase:</I> Neuropatía.
Neurólogo (Neurologist)|Neurologist|Neurólogo	Médico que atiende y trata a personas con problemas del sistema nervioso.
Nutricionista (Nutritionist)|Nutricionista|Nutritionist	<I>Véase:</I> Dietista.<BR>
Nutrición (Nutrition)|Nutrición|Nutrition	Proceso en el cual el organismo obtiene nutrimentos de los alimentos y se sirve de ellos para construir o reparar sus células.
Obesidad (obesity)|Obesidad|obesity	Se dice que hay obesidad cuando un individuo tiene 20 por ciento (o más) de grasa corporal adicional que la que le corresponde según su edad, estatura, sexo y estructura ósea. La grasa obra en contra de la acción de la insulina. Se considera que la grasa corporal adicional es un factor de riesgo en la diabetes.
Obstetra (Obstetrician)|Obstetra|Obstetrician	<I>Véase:</I> Tocólogo.
Oftalmólogo (Ophthalmologist)|Oftalmólogo|Ophthalmologist	Médico que atiende y trata a personas con problemas o enfermedades de los ojos.
OGTT (OGTT)|OGTT	Siglas en inglés de la prueba oral de tolerancia a la glucosa.
Optometrista (Optometrist)|Optometrist|Optometrista	Persona profesionalmente capacitada para llevar a cabo pruebas de la vista, así como para descubrir y tratar los problemas y algunas enfermedades de los ojos, mediante la prescripción y adaptación de lentes correctivos y otros auxilios ópticos y mediante programas de ejercicios para los ojos.
Orina de micción doble (Double-Voided Urine)|Double Voided Urine|Orina de micción doble	La muestra de orina recogida a los 30 minutos de una micción completa. Esta segunda muestra se ensaya para determinar la cantidad de glucosa (azúcar) presente con el fin de verificar el nivel de control de la diabetes más cercano al tiempo del análisis. La muestra así obtenida se denomina también orina de segunda micción.
Orina de primera micción (First-Voided Urine)|First Voided Urine|Orina de primera micción	La primera orina después de largo tiempo, por ejemplo, después de dormir.
Orina de segunda micción (Second-Voided Urine)|Orina de segunda micción|Second Voided Urine	La muestra de orina tomada a los 30 minutos de una micción completa. La muestra así obtenida se denomina también orina de micción doble.
Orina de veinticuatro horas (Twenty-Four Hour Urine)|Orina de veinticuatro horas|Twenty Four Hour Urine	La cantidad total de orina de un individuo respecto a un periodo de 24 horas.
Orina fraccionada (Fractional Urine)|Fractional Urine|Orina fraccionada	La orina que la persona recoge durante ciertos periodos en el curso de 24 horas; por lo general del desayuno al almuerzo, del almuerzo a la cena, de la cena a la hora de acostarse y de la hora de acostarse a la hora de levantarse. Se le llama también &quotorina en bloque".
Orinar (Void)|Orinar|Void	Vaciar voluntariamente la vejiga con el fin de obtener una muestra de orina para analizarla.
Pancreatectomía	(Pancreatectomy) <P>Procedimiento mediante el cual el cirujano extirpa el páncreas.
Pancreatectomía (Pancreatectomy)|Pancreatectomy|Pancreatectomía	Procedimiento mediante el cual el cirujano extirpa el páncreas.
Pancreatitis (Pancreatitis)|Pancreatitis	Inflamación (dolor, hipersensibilidad) del páncreas, capaz de imposibilitar la acción de este órgano. Las causas son la ingestión excesiva de bebidas alcohólicas, enfermedad de la vesícula biliar o un virus.
Periodontólogo (Periodontist)|Periodontist|Periodontólogo	Especialista en el tratamiento de las enfermedades que afectan las encías.
Plan alimenticio (Meal Plan)|Meal Plan|Plan alimenticio	Guía para regular la cantidad de calorías, carbohidratos, proteínas y grasas que se ingieren. Los diabéticos podrán valerse de planes tales como las Listas de equivalencias o el Sistema de puntos para programar sus comidas y poder así controlar la diabetes.<I>Véase también:</I> Listas de equivalencias; Sistema de puntos.
Plan de dieta (Diet Plan)|Diet Plan|Plan de dieta	<I>Véase arriba:</I> Plan alimenticio.
Podiatra (Podiatrist)|Podiatra|Podiatrist	Médico que atiende y trata los pies humanos. También se le llama podólogo.
Podiatría (Podiatry)|Podiatry|Podiatría	Cuidado y tratamiento de los pies humanos sanos o enfermos. Esta especialidad también se denomina podología.
POGT (OGTT)|POGT	<I>Véase arriba:</I> Prueba oral de tolerancia a la glucosa.<BR>
Polidipsia (Polydipsia)|Polidipsia|Polydipsia	Sed intensísima que dura por mucho tiempo; es signo de diabetes.
Polifagia (Polyphagia)|Polifagia|Polyphagia	Hambre voraz; es signo de diabetes. Las personas que sienten este hambre voraz es frecuente que adelgacen.
Poliuria (Polyuria)|Poliuria|Polyuria	Necesidad de orinar frecuentemente; es signo usual de diabetes.
Preeclampsia (Preeclampsia)|Preeclampsia	Estado que a veces se observa en mujeres diabéticas durante el último trimestre de la gestación. Dos signos de este estado son la presión arterial elevada y la hinchazón debida a la retención de agua por las células corporales.
Presión arterial (Blood Pressure)|Blood Pressure|Presión arterial	Es la fuerza de la sangre contra las paredes de las arterias. Se miden dos niveles de presión arterial: la más alta, o <I>sistólica</I>, que ocurre cada vez que el corazón bombea sangre en los vasos sanguíneos, y la más baja, o <I>diastólica</I>, que ocurre cuando el corazón descansa. En la lectura de presión arterial de 120/80, por ejemplo, 120 es la presión <I>sistólica</I> y 80 es la <I>diastólica</I>. Se considera que un resultado de 120/80 tiene los niveles normales. Si la presión arterial es demasiado alta, puede causar problemas graves como ataque al corazón y derrame cerebral.
Presión arterial alta (High Blood Pressure)|High Blood Pressure|Presión arterial alta	Cuando la sangre fluye por los vasos sanguíneos con fuerza superior a la normal. La presión arterial alta cansa el corazón, lesiona las arterias, y aumenta el riesgo de ataque al corazón, de derrame cerebral y de problemas de los riñones. Se denomina también &quothipertensión".
Presión arterial diastólica (Diastolic Blood Pressure)|Diastolic Blood Pressure|Presión arterial diastólica	<I>Véase:</I> Presión arterial.<BR>
Presión arterial sistólica (Systolic Blood Pressure)|Presión arterial sistólica|Systolic Blood Pressure	<I>Véase:</I> Presión arterial.<BR>
Prevalencia (Prevalence)|Prevalence|Prevalencia	El número de personas en determinado grupo o población que se informa tienen una enfermedad.
Proinsulina (Proinsulin)|Proinsulin|Proinsulina	Sustancia que el páncreas produce primero y que luego se convierte en insulina. Al purificarse la insulina procedente de páncreas porcino o bovino, no toda la proinsulina se elimina. Cuando ciertos diabéticos emplean esas insulinas, debido a la proinsulina presente el organismo puede reaccionar con una erupción, oponerse a la insulina o hasta formar hendiduras o bultos en el sitio de la piel donde se inyecta la insulina. Las insulinas purificadas contienen menos proinsulina y otras impurezas en comparación con otros tipos de insulina.
Pronóstico (Prognosis)|Prognosis|Pronóstico	Información que se da a una persona sobre lo que probablemente suceda en el futuro por causa de una enfermedad.
Proteinuria (Proteinuria)|Proteinuria	Exceso de proteína en la orina. Podría indicar lesión a los riñones.
Proteínas (Proteins)|Proteins|Proteínas	Una de las tres clases principales de alimentos. Las proteinas se componen de aminoácidos, que son los bloques constituyentes de las células. Las células necesitan proteínas para desarrollarse y repararse. Se halla proteína en numerosos alimentos, como la carne, el pescado, las aves y los huevos. <I>Véase también:</I> Carbohidratos; Grasas.<BR>
Prueba de glucemia en ayunas (Fasting Blood Glucose Test)|Fasting Blood Glucose Test|Prueba de glucemia en ayunas	Método para determinar la cantidad de glucosa (azúcar) que hay en la sangre. La prueba puede indicar si el individuo tiene diabetes. Se toma una muestra de sangre en un consultorio médico o laboratorio (usualmente por la mañana antes del desayuno, por haber transcurrido 8 horas más o menos desde la última comida). De estar la glucosa sanguínea dentro de los límites normales, el nivel será de 70 a 110 mg/dL (según el tipo de sangre que se ensaye). Si el nivel es superior a 140 mg/dL, esto indica generalmente que el individuo tiene diabetes (menos en el caso de neonatos y algunas mujeres embarazadas).
Prueba de hemoglobina glucosilada (Glycosylated Hemoglobin Test)|Glycosylated Hemoglobin Test|Prueba de hemoglobina glucosilada	Prueba de sangre que mide el nivel medio de glucosa (azúcar) en la sangre de un individuo respecto al periodo de 2 a 3 meses antes de la prueba.<I>Véase:</I> Hemoglobina A1C.<BR>
Prueba de tolerancia a la glucosa (Glucose Tolerance Test)|Glucose Tolerance Test|Prueba de tolerancia a la glucosa	Prueba para determinar si una persona tiene diabetes. Tiene lugar en un consultorio médico o laboratorio por la mañana en ayunas. Se toma primero una muestra de sangre, después la persona bebe un líquido que contiene glucosa (azúcar). De rato en rato se van tomando otras pruebas de sangre para determinar cómo metaboliza el organismo la glucosa en la sangre a lo largo del tiempo. La prueba mostrará si esa persona es diabética o no.
Prueba oral de tolerancia a la glucosa (POTG) (Oral Glucose Tolerance Test [OGTT])|OGTT|Oral Glucose Tolerance Test|POTG|Prueba oral de tolerancia a la glucosa	Esta prueba sirve para verificar si un individuo tiene diabetes.<I>Véase arriba:</I> Prueba de tolerancia a la glucosa.
Prótesis (Prosthesis)|Prosthesis|Prótesis	Parte corporal artificial que reemplaza alguna parte corporal faltante, como un brazo o una pierna. También se aplica esta palabra a implantes, como el de la cadera.
Punto de derrame (Spilling Point)|Punto de derrame|Spilling Point	Cuando la sangre contiene tanta cantidad de una sustancia, como la glucosa (azúcar), que los riñones dejan que el exceso se derrame, o sea, pase a la orina. <I>Véase también:</I> Umbral renal.
Páncreas (Pancreas)|Pancreas|Páncreas	Organo situado detrás de la parte inferior del estómago; es del tamaño de la mano. Secreta insulina para que el organismo pueda utilizar la glucosa (azúcar) como energía. También produce enzimas que ayudan la digestión de alimentos. Por todo el páncreas se hallan lugares denominados islotes de Langerhans. Cada una de las células en estos sitios tiene un fin determinado: las células alfa producen glucagón, que eleva el nivel de glucosa en la sangre; las células beta producen insulina; las células delta producen somatostatina; y también hay células PP y Dl, de las que poco se sabe.<BR><img src="7FC5578D.png" align="center" width="150" height="104"> <BR><HR><BR><img src="BD21A5CF.png" align="center" width="150" height="209">
Páncreas endocrino artificial (Artificial Endocrine Pancreas)|Artificial Endocrine Pancreas|Páncreas endocrino artificial	Aparato que mide constantemente la glucosa (azúcar) en la sangre y, según esto, libera la cantidad de insulina que el organismo requiere en ese momento. Es una máquina grande, de cabecera, que también se denomina &quotcélula beta artificial".
Péptido C (C-Peptide)|C Peptide|Péptido C	Sustancia que en cantidad igual a la insulina el páncreas libera en la corriente sanguínea. La prueba de los niveles de péptido C indicará la cantidad de insulina que el organismo está produciendo.
Reacción a la insulina (Insulin Reaction)|Insulin Reaction|Reacción a la insulina	Nivel demasiado bajo de glucosa (azúcar) en la sangre (hipoglucemia). Ocurre cuando el diabético se ha inyectado demasiada insulina, no ha comido lo suficiente o ha hecho ejercicio sin alimento adicional. Podría tener hambre, sentir náuseas, estar débil, nervioso, tembloroso, confuso y sudoroso. Por lo general, el tomar pequeñas cantidades de azúcar o de jugos o alimentos azucarados ayudará a que la persona se sienta mejor en cuestión de 10-15 minutos. <I>Véase también:</I> Hipoglucemia; Choque insulínico.
Reactivos (Reagents)|Reactivos|Reagents	Cintas o tabletas utilizadas para medir el nivel de glucosa (azúcar) en la sangre y orina o el nivel de acetona en la orina. Estos reactivos han sido tratados con sustancias químicas y cambian de color durante la medición. Cada clase de reactivo tiene su propio código de colores para indicar la cantidad de glucosa o acetona existente al tiempo de la medición.
Rebote (Rebound)|Rebote|Rebound	Subida a un nivel alto de glucoca (azúcar) en la sangre desde un nivel bajo. <I>Véase también:</I> Efecto de Somogyi.
Receptores (Receptors)|Receptores|Receptors	Lugares en la parte exterior de la célula que le permiten unirse o fijarse a la insulina que se halla en la sangre. <I>Véase también, a continuación:</I> Receptores de insulina.
Receptores de insulina (Insulin Receptors)|Insulin Receptors|Receptores de insulina	Lugares en la parte exterior de la célula que le permiten unirse o fijarse a la insulina que se halla en la sangre. Al fijarse la célula con la insulina, la célula puede tomar glucosa (azúcar) de la sangre y utilizarla para energía.
Renal (Renal)|Renal	Relativo a los riñones.
Resistencia a la insulina (Insulin Resistance)|Insulin Resistance|Resistencia a la insulina	Cuando el organismo no permite a la insulina que cumpla con su cometido. Para normalizar el nivel de glucosa (azúcar) en la sangre, el diabético podría inyectarse dosis diarias altísimas de insulina (200 unidades o más) o cambiar a una insulina diferente, más purificada. A esta resistencia a la insulina también se le llama &quotinsensibilidad a la insulina". Puede presentarse cuando hay exceso de peso corporal, y frecuentemente mejora si el diabético adelgaza.
Respiración de Kussmaul (Kussmaul Breathing)|Kussmaul Breathing|Respiración de Kussmaul	Respiración rápida, profunda y laboriosa de personas con cetoacidosis o en coma diabético. La respiración de Kussmaul lleva el nombre de Adolph Kussmaul, médico alemán del siglo pasado que fue el primero en observarla. A veces se le llama &quothambre de aire".
Respuesta glucémica (Glycemic Response)|Glycemic Response|Respuesta glucémica	El efecto de diferentes alimentos sobre los niveles de glucosa (azúcar) en la sangre a lo largo del tiempo. Los investigadores han descubierto que hay alimentos que podrían aumentar los niveles de glucosa en la sangre más que otros que contienen la misma cantidad de carbohidratos.
Retina (Retina)|Retina	Parte central del revestimiento posterior interno del ojo que capta la luz. Contiene gran número de capilares (vasos sanguíneos pequeños) que cuando una persona ha tenido diabetes de larga duración a veces se lesionan.
Retinopatía (Retinopathy)|Retinopathy|Retinopatía	Enfermedad de los capilares (vasos sanguíneos pequeños) de la retina del ojo. <I>Véase también, a continuación:</I> Retinopatía diabética.
Retinopatía diabética (Diabetic retinopathy)|Diabetic retinopathy|Retinopatía diabética	Enfermedad de los capilares (vasos sanguíneos pequeños) de la retina del ojo. Al iniciarse esta enfermedad, se agrandan los capilares de la retina y dejan escapar un poco de líquido en el centro de ella; debido a esto, se nubla la vista. Alrededor del 80 por ciento de las personas que presentan este derrame ocular nunca tienen dificultades visuales de importancia y la enfermedad no avanza más allá de la primera etapa. <BR>Mas, en la segunda etapa, el daño a la vista puede ser más grave. Crecen muchos capilares diminutos nuevos. Este proceso se llama <I>neovascularización</I>. Estos vasos sanguíneos pueden romperse y sangrar dentro del gel transparente que llena el centro del ojo, y bloquear la visión. Podría formarse además tejido cicatrizal cerca de la retina, separándola del fondo del ojo. Esta segunda etapa, la <I>retinopatía proliferante,</I> puede conducir al menoscabo de la visión y hasta a la ceguera. Para su tratamiento, <I>véase también:</I> Fotocoagulación; Vitrectomía.<BR><img src="4C1AB547.png" align="center" width="194" height="271"><BR>
Retinopatía proliferante (Proliferative Retinopathy)|Proliferative Retinopathy|Retinopatía proliferante	Enfermedad de los capilares (vasos sanguíneos pequeños) de la retina del ojo. <I>Véase también, arriba:</I> Retinopatía diabética.
Riñones (Kidneys)|Kidney|Kidneys|Riñones	Organo doble en la parte inferior de la espalda cuya finalidad es depurar los productos nocivos y de desecho de la sangre. Tienen forma de frijol pero de tamaño mucho mayor, y son en realidad el filtro del organismo. Asimismo regulan el nivel de algunas sustancias químicas en la sangre como hidrógeno, sodio, potasio y fosfato.<BR><img src="8A1D87D4.png" align="center" width="150" height="211">
Rotación del sitio de inyección (Injection Site Rotation)|Injection Site Rotation|Rotación del sitio de inyección	Ir cambiando los sitios corporales donde se inyecta la insulina. De este modo se evitará la formación de protuberancias o hendiduras pequeñas (lipodistrofias) en la piel. Es conveniente llevar una cuenta escrita de los sitios de inyección para no repetirlos con demasiada frecuencia y así evitar lo dicho.<BR><img src="35458A9D.png" align="center" width="150" height="157"><BR>
